title,img,writer,price,uri
ΤΑ ΔΥΟ ΛΕΠΤΑ ΤΗΣ ΣΙΩΠΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3202.jpg,ΜΠΑΛΤΑΣ ΔΗΜΗΤΡΗΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-dyo-lepta-tis-siopis.html
ΣΤΟ ΕΠΙΚΕΝΤΡΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3204.jpg,ΤΑΒΟΥΛΑΡΗΣ ΒΑΣΙΛΗΣ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sto-epikentro.html
Ο ΟΔΙΚΟΣ ΜΟΥ ΧΑΡΤΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3205.jpg,ΑΡΒΑΝΙΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-odikos-moy-chartis.html
ΑΝΑΦΥΛΑΞΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/o/fotopoulos_cover_fb.jpg,ΦΩΤΟΠΟΥΛΟΣ ΣΤΕΡΓΙΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/anafylaxia.html
ΑΘΟΡΥΒΟΙ ΚΥΚΛΟΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3173.jpg,ΓΕΩΡΓΑΝΤΟΠΟΥΛΟΥ ΝΤΙΝΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/athoryboi-kykloi.html
ΓΙΑΤΙ ΣΤΑΜΑΤΗΣΑ ΝΑ ΓΡΑΦΩ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3174.jpg,ΑΝΦΙΜΙΑΔΗ ΝΤΙΑΝΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/giati-stamatisa-na-grafo-poiimata.html
ΕΝΤΟΣ ΤΩΝ ΤΕΙΧΩΝ |INTRA MUROS,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3405.jpg,ΑΛΥΓΙΖΑΚΗΣ ΜΑΞΙΜΟΣ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/entos-ton-teichon-intra-muros.html
ΒΕΜΗ: ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3276.jpg,ΒΕΜΗ ΜΠΙΛΗ,"15,30 €|17,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/bemi-poiimata.html
100 ΜΕΓΑΛΑ ΙΝΔΙΚΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/0/100_.jpg,ΑΝΘΟΛΟΓΙΑ,"11,71 €|13,01 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/100-megala-indika-poiimata.html
ΠΑΛΑΙΣΤΙΝΙΑΚΗ ΠΟΙΗΣΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3111.jpg,"DARWISH MAHMOUD, AL-KHASEM SAMIH, ZAYYAD TAUFIQ/ ΝΤΑΡΟΥΙΣ ΜΑΧΜΟΥΝΤ, ΑΛ-ΚΑΣΕΜ ΣΑΜΙΧ, ΖΑΓΙΑΝΤ ΤΑΟΥΦΙΚ","11,88 €|13,20 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/palaistiniaki-poiisi.html
ΟΙ ΤΥΠΟΙ ΤΩΝ ΜΑΘΗΜΑΤΙΚΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3113.jpg,ΦΛΟΥΡΑΚΗ ΑΝΤΙΓΟΝΗ,"7,20 €|8,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/oi-typoi-ton-mathimatikon.html
ΟΡΙΣΤΙΚΑ ΦΑΙΝΟΜΕΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_6171.png,ΓΟΥΛΑΣ ΣΠΥΡΟΣ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/oristika-fainomena.html
ΚΡΥΠΤΟΜΝΗΣΙΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3055.jpg,ΓΛΥΚΑΤΖΗ-ΑΡΒΕΛΕΡ ΕΛΕΝΗ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kryptomnisies.html
ΒΥΖΑΝΤΙΝΑ ΕΝΘΥΜΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3056.jpg,ΓΛΥΚΑΤΖΗ-ΑΡΒΕΛΕΡ ΕΛΕΝΗ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/byzantina-enthymimata.html
Η ΘΕΟΔΩΡΑ ΤΟΥ ΠΑΡΚΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_6111.png,ΜΟΝΑΧΟΣ ΑΘΑΝΑΣΙΟΣ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-theodora-toy-parkoy.html
ΕΠΕΑ ΠΤΕΡΟΕΝΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_6113.png,ΜΙΓΔΟΣ ΗΡΑΚΛΗΣ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/epea-pteroenta-html.html
"ΜΑΝΑ, ΚΙ ΑΝ ΕΡΘΟΥΝ ΦΙΛΟΙ ΜΟΥ",https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/_/-/_-_-_-_-_-_-_-_._._._.jpg,ΣΥΛΛΟΓΙΚΟ,"6,30 €|7,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/mana-ki-an-erthoyn-filoi-moy.html
ΔΕΥΤΕΡΗ ΦΩΝΗ Ι,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/_/i/_i_1.jpg,ΣΜΙΧΕΛΗΣ ΓΙΑΝΝΗΣ,"11,44 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/deyteri-foni-i.html
Η ΑΚΟΛΟΥΘΙΑ ΤΩΝ ΒΗΜΑΤΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2968.jpg,ΜΠΟΓΑΔΑΚΗΣ ΑΝΤΩΝΗΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-akoloythia-ton-bimaton.html
ΑΠΑΝΤΑ ΤΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2969.jpg,HANDKE PETER/ ΧΑΝΤΚΕ ΠΕΤΕΡ,"12,40 €|13,78 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/apanta-ta-poiimata-html.html
Η ΑΡΠΑΓΗ ΤΗΣ ΜΠΟΥΚΛΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2970.jpg,POPE ALEXANDER/ ΠΟΟΥΠ ΑΛΕΞΑΝΤΕΡ,"11,44 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/i-arpagi-tis-mpoyklas.html
ΑΝΘΟΛΟΓΙΑ ΣΥΓΧΡΟΝΗΣ ΙΡΛΑΝΔΙΚΗΣ ΠΟΙΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2971.jpg,ΑΝΘΟΛΟΓΙΑ,"11,44 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/anthologia-sygchronis-irlandikis-poiisis.html
ΤΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2950_1.jpg,ΛΑΔΑΣ ΒΑΣΙΛΗΣ,"14,31 €|15,90 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-poiimata-html.html
ΘΕΛΩ ΝΑ ΓΙΝΩ ΑΓΓΕΛΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5984.png,ΓΚΡΑΧΑΜ ΚΩΝΣΤΑΝΤΙΝΟΣ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/thelo-na-gino-aggelos.html
Η ΑΡΧΗ ΤΟΥ ΣΗΜΕΡΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3406.jpg,ΜΟΥΤΑΦΙΔΗ ΑΘΑΝΑΣΙΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-archi-toy-simera.html
ΤΥΦΛΑΝΤ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_6170.png,ΑΠΕΡΓΗΣ ΟΡΦΕΑΣ,"11,97 €|13,30 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/tyflant.html
Η ΘΕΙΑ ΚΩΜΩΔΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5925.png,DANTE ALIGHIERI/ ΝΤΑΝΤΕ ΑΛΙΓΚΕΡΙ,"16,22 €|18,02 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/i-theia-komodia-html.html
ΔΙΑΒΑΖΟΝΤΑΣ ΠΟΙΗΣΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/c/o/cover__final_002_.jpg,ΠΟΛΙΤΗΣ ΑΛΕΞΗΣ,"13,05 €|14,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/diabazontas-poiisi.html
ΠΑΝΤΑ ΚΙΝΔΥΝΕΥΑ ΑΠΟ ΤΙΣ ΛΕΞΕΙΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2928.jpg,ΔΕΡΕΚΑ ΑΝΝΑ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/panta-kindyneya-apo-tis-lexeis.html
A THING OF BEAUTY,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2931.jpg,KEATS JOHN/ ΚΙΤΣ ΤΖΟΝ,"14,85 €|16,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/a-thing-of-beauty.html
"ΕΛΑ, ΓΙΑΤΙ ΤΑ ΣΑΒΒΑΤΟ ΜΕΘΑΥΡΙΟ ΘΑ ΓΙΝΟΥΝΕ ΔΕΥΤΕΡΕΣ",https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2924_2.jpg,ΖΑΡΚΑΔΑΣ ΜΗΤΣΟΣ,"8,59 €|9,54 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ela-giati-ta-sabbato-methayrio-tha-ginoyne-deyteres.html
Ο ΧΡΟΝΟΣ ΤΩΝ ΑΝΤΙΚΕΙΜΕΝΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2891.jpg,ΒΑΡΔΟΥΛΑΚΗ ΕΛΕΝΗ,"8,55 €|9,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-chronos-ton-antikeimenon.html
ΕΚΛΑΜΨΕΙΣ ΑΠΟΔΗΜΩΝ ΚΑΙΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2892.jpg,ΔΑΜΟΥΛΑΚΗΣ ΕΥΓΕΝΙΟΣ,"7,92 €|8,80 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/eklampseis-apodimon-kairon.html
ΖΩΑ-ΦΥΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/k/a/kationi_zoa_fyta.jpg,ΚΑΤΙΩΝΗ ΔΗΜΗΤΡΑ,"8,55 €|9,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/zoa-fyta.html
ΤΑΞΙΔΕΥΑΝ ΜΕ ΤΑ ΚΥΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2892_1.jpg,ΚΕΡΑΜΙΔΗΣ ΧΡΗΣΤΟΣ Ι.,"8,91 €|9,90 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/taxideyan-me-ta-kymata.html
Σ'ΑΥΤΗ ΤΗΝ ΑΓΧΩΔΗ ΕΠΟΧΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5898.png,CORSO GREGORY/ ΚΟΡΣΟ ΓΚΡΕΓΚΟΡΙ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/s-ayti-tin-agchodi-epochi-html.html
ΣΚΗΝΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2900.jpg,ΠΟΥΧΝΕΡ ΒΑΛΤΕΡ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/skines-html.html
ΦΕΥΓΟΚΕΝΤΡΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2894.jpg,ΠΑΝΑΓΙΩΤΑΚΗΣ ΧΡΗΣΤΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/feygokentros.html
ΔΗΜΙΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2895.jpg,ΠΑΝΑΓΙΩΤΑΚΗΣ ΧΡΗΣΤΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/dimios.html
ΣΤΗ ΜΑΝΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5876_1.png,ΡΗΓΟΠΟΥΛΟΥ-ΜΟΥΡΙΚΗ ΒΑΣΙΛΙΚΗ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sti-manna.html
ΑΕΙΝΑΥΤΕΣ ΣΤΑ ΠΕΛΑΓΑ ΤΗΣ ΜΥΘΙΣΤΟΡΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2873.jpg,ΜΑΣΟΥΡΑΣ ΚΩΣΤΑΣ,"15,26 €|16,96 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/aeinaytes-sta-pelaga-tis-mythistorias.html
ΑΠΟ ΤΟΥΣ ΔΕΛΦΟΥΣ ΚΑΙ ΤΟ ΟΥΛΟΥΡΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2874.jpg,ΦΙΦΗΣ ΧΡΗΣΤΟΣ,"11,45 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/apo-toys-delfoys-kai-to-oyloyroy.html
ΜΕ ΤΗΝ ΠΕΝΝΑ ΜΟΥ ΚΑΜΙΑ ΦΟΡΑ ΠΥΡΟΒΟΛΩ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2875.jpg,ΚΟΝΤΟΥ ΒΑΣΙΛΙΚΗ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/me-tin-penna-moy-kamia-fora-pyrobolo.html
AUTOBAHN,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/a/u/autobahn.jpg,ΒΛΑΧΑΚΗΣ ΝΙΚΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/autobahn.html
ΑΝΕΞΙΤΗΛΑ ΡΑΓΙΣΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2884.jpg,ΚΕΚΚΕ ΠΑΝΑΓΙΩΤΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/anexitila-ragismata.html
ΠΟΙΗΜΑΤΑ ΚΑΙ ΤΡΑΓΟΥΔΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/k/o/korovinhs_tragoudia.jpg,ΚΟΡΟΒΙΝΗΣ ΘΩΜΑΣ,"13,95 €|15,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/poiimata-kai-tragoydia.html
Ο ΧΡΟΝΟΣ ΕΙΝΑΙ ΜΑΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2847.jpg,VUONG OCEAN/ ΒΟΥΟΝΓΚ ΟΣΙΑΝ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/o-chronos-einai-mana.html
ΤΑ ΙΤΑΛΙΚΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2851.jpg,ΣΑΡΑΝΤΑΡΗΣ ΓΙΩΡΓΟΣ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-italika-poiimata.html
ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2852.jpg,ΧΥΤΗΡΗΣ ΤΗΛΕΜΑΧΟΣ,"12,60 €|14,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/poiimata-html-html-html-html-html-html-html.html
ΤΑ ΑΛΟΓΑ ΚΑΛΠΑΖΟΥΝ ΑΧΑΛΙΝΩΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2830.jpg,ΣΑΝΟΥΔΑΚΗΣ-ΣΑΝΟΥΔΟΣ ΑΝΤΩΝΗΣ,"10,35 €|11,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-aloga-kalpazoyn-achalinota.html
ΔΟΚΙΜΙΑ ΚΑΙ ΠΟΙΗΣΗ ΜΕΤΑΦΡΑΣΜΕΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/d/o/dokimia-kai-poiisi-metafrasmena-scaled.jpg,ΚΑΠΕΤΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ,"21,60 €|24,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/dokimia-kai-poiisi-metafrasmena.html
ΓΥΜΝΗ ΣΑΝ ΜΑΧΑΙΡΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5813.png,ΑΝΘΟΛΟΓΙΑ,"12,60 €|14,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/gymni-san-machairi.html
BLUT UND BODEN,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/b/l/blut_und_boden.jpg,ΠΑΥΛΑΚΟΥ ΔΗΜΗΤΡΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/blut-und-boden.html
ΜΕΝΩ ΕΚΕΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2771_3.jpg,ΚΑΛΛΙΓΑ ΛΟΥΙΖΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/meno-ekei.html
ΣΙΔΗΡΑ ΒΕΛΟΝΗ ΣΤΗΝ ΟΥΡΗΘΡΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2754.jpg,ΣΥΛΛΟΓΙΚΟ ΕΡΓΟ,"6,30 €|7,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sidira-beloni-stin-oyrithra.html
ΠΕΡΑΣΜΕΝΑ ΠΑΡΑΜΥΘΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5763.png,ΠΑΥΛΑΚΗΣ ΓΙΩΡΓΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/perasmena-paramythia.html
ΑΣΤΡΙΚΟΣ ΘΗΛΑΣΜΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2737.jpg,ΠΕΤΡΑΚΟΣ ΓΙΩΡΓΟΣ,"8,59 €|9,54 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/astrikos-thilasmos.html
"ΕΞΙ ΧΡΟΝΙΑ ΑΡΚΕΤΑ, ΔΕΝ ΘΑ ΓΙΝΟΥΝΕ ΕΦΤΑ",https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/_/-/_-_-_-_-_-_-_-_._._.__1.jpg,ΦΙΛΟΛΟΓΙΚΟΣ ΟΜΙΛΟΣ ΕΛΛΑΔΟΣ,"6,30 €|7,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/exi-chronia-arketa-den-tha-ginoyne-efta.html
ΑΡΧΙΤΕΚΤΟΝΙΚΗ ΠΟΙΗΤΙΚΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5732_1.png,ΑΝΤΩΝΑΚΑΚΗ ΣΟΥΖΑΝΑ,"31,50 €|35,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/architektoniki-poiitiki.html
ΤΟ ΕΛΑΧΙΣΤΟ ΛΕΞΙΚΟ ΣΥΝΕΧΙΖΕΙ ΤΗ ΔΙΑΔΡΟΜΗ ΤΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2714.jpg,ΚΟΥΣΟΥΛΗΣ ΛΕΥΤΕΡΗΣ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-elachisto-lexiko-synechizei-ti-diadromi-toy.html
ΕΥΡΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2715.jpg,PUCHNER WALTER/ ΠΟΥΧΝΕΡ ΒΑΛΤΕΡ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/eyrimata.html
ΜΕΤΑ ΑΠΟ ΜΕΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_5699.png,ΤΖΑΝΕΤΑΚΗΣ ΓΙΑΝΝΗΣ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/meta-apo-mena.html
ΜΑΡΜΑΡΙΝΕΣ ΨΥΧΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2706.jpg,ΘΕΟΧΑΡΗ ΙΩΑΝΝΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/marmarines-psyches.html
ΑΝΤΙΚΑΤΟΠΤΡΙΣΜΟΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2707.jpg,ΓΑΛΑΝΗΣ ΑΓΓΕΛΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/antikatoptrismoi.html
ΠΕΡΝΑΕΙ ΤΟ ΚΑΛΟΚΑΙΡΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2708.jpg,MUNGAN MURATHAN/ ΜΟΥΝΓΚΑΝ ΜΟΥΡΑΤΧΑΝ,"11,44 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/pernaei-to-kalokairi.html
ΞΕΝΟΔΟΧΕΙΟ ΓΙΑ ΠΕΤΑΛΟΥΔΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2710_1.jpg,ROBINSON ROGER/ ΡΟΜΠΙΝΣΟΝ ΡΟΤΖΕΡ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/xenodocheio-gia-petaloydes.html
